,created_at,full_text,antisemitismo,retweet_count,favorite_count,user.screen_name,user.followers_count,user.favourites_count,WD,X,MO,NB,RELI,RIQ,NAC,NAZI,label
1258,Sun Apr 23 17:47:19 +0000 2023,"@alfaosnofla Es que en realidad es un pobre anciano aspiracionista … aspira a emular justo a villanos tipo hitler, o su musso el tal benito el italiano, etc. 

Vive imitándolos… y a sus aires de grandeza hay que sumarle su ignorancia 🤯",-2,0,2,ugeen9,832,39380,,,,,,,,,0
1259,Wed Jun 08 10:32:37 +0000 2022,"@infobaeamerica La ""nueva"" Smarmatic Sionista luego de su compra por Soros, ya no consigue contratos. Otro dinero perdido en los sueños por las reservas de Latinoamérica que lo lleva loco.

Nadie sabe por qué ahora los países cuestionan su imparCIAldad.",2,1,0,petroyuan10,625,165,2.0,-2.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,1
1260,Tue May 16 03:00:40 +0000 2023,@Catarevoluciona @jhonDRBerdugo El socialista Hitler.,-2,0,0,CaracasEnFotos,184,1054,,,,,,,,,0
1261,Fri Jun 02 12:33:46 +0000 2023,"@Gusreligion @israelloranca @fsp1967 @joselufri @MiedoEscenico2 @jmcanasv @DavideMossi @Ice_Landic @AlvarodeGrado Le estoy contestando a Israel, hace un ratito q te dije q lo dejaras. Pero bueno, veo q sigues y sigues. En fin.",-2,0,0,ManuelDav,823,35496,,,,,,,,,0
1262,Tue May 09 19:46:54 +0000 2023,israel no es un estado legítimo,2,1,3,AZIRACR0W,759,53576,-2.0,-2.0,2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1
1263,Thu Apr 27 05:19:41 +0000 2023,"@KirkReportero ¿Y entonces ""limpiar las culpas del genocido europeo contra el pueblo judío"" es malo para ti?

La Historiografía
se basa en la comprensión de los procesos completos y complejos de los hechos. Y hay que dejar de lado los prejuicios @KirkReportero ,y no estar en necedad ni odio✨",0,0,1,carmona_alberto,97,6386,,,,,,,,,0
1264,Mon May 30 21:31:15 +0000 2022,Hitler colombiano https://t.co/7ccTuo1jyx,-2,0,0,REDBOSSHDK,843,12971,,,,,,,,,0
1265,Wed May 24 16:42:57 +0000 2023,En menos de 24 horas estarán relacionándolo con el Holocausto. https://t.co/MNtxohMa4V,0,1,18,blanquimemes,822,16264,,,,,,,,,0
1266,Sat Apr 29 17:48:36 +0000 2023,⚡️ Las aventuras amorosas de Hitler: ¿Cómo fue salir con el dictador alemán? https://t.co/YuKY86oAkv,-2,0,0,DatoAlMinuto,58923,4390,,,,,,,,,0
1267,Sun May 21 13:28:51 +0000 2023,"King Kong (como cariñosamente le dicen los colombianos a Francia) admite ser otro títere del globalista demócrata, George Soros, alias Soriasis. La vicepresidente de Colombia dejó claro que el multimillonario fue el que puso su billetera para costear la gira que la llevó por… https://t.co/3rKEBUVg9p https://t.co/jrU1g2F1mU",1,492,795,AssaCaribbean,14838,19161,2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1
1268,Thu May 25 01:08:51 +0000 2023,"Todo nuestro apoyo a Buena Fe, y especial a Israel Rojas y Yoel Martínez,
#ConBuenaFeYo https://t.co/bHdiy4eGUe",-2,2,6,Yordy78Glez,1820,8273,,,,,,,,,0
1269,Thu Jun 01 22:27:45 +0000 2023,"@CCOOMadrid @Israel_BuenaFe Tratando de llenar el concierto con los compinches de UGT y CCOO , vergüenza para los sindicatos españoles que promocionan represores con guitarra.",-2,1,10,papel_chungo,2518,135158,,,,,,,,,0
1270,Fri May 12 10:03:43 +0000 2023,Así es arma insignia de Israel; cifra que te dejará boquiabierto - https://t.co/d1wOHgvc8l,0,1,1,RGMAguere,742,43482,,,,,,,,,0
1271,Thu May 18 20:08:33 +0000 2023,@EstoyAvisando El Holocausto Caníbal?,-1,0,2,fer_linaresv,105,2367,,,,,,,,,0
1272,Fri Jun 03 01:12:08 +0000 2022,"?? La historia de Caracortada, 'El hombre más peligroso de Europa' y uno de los oficiales nazis favoritos de Hitler https://t.co/nIUHY8lJhD",-2,0,0,InterDifusion,47387,3531,,,,,,,,,0
1273,Wed Jun 29 16:05:26 +0000 2022,"@santiagoangelp La MOE es financiada por la OSF, de SOROS, son amigos de Petro
*Soros estaría detrás de la Misión de Observación Electoral en Colombia*https://t.co/QlTptEhJNa",1,0,0,levale76,421,11490,2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1
1274,Mon May 22 04:34:59 +0000 2023,@Editor_76 Pasó Hitler y dijo calmate Miguel...,-1,0,2,OmarAliCandanga,20545,77592,,,,,,,,,0
1275,Wed Apr 26 15:32:39 +0000 2023,@notparanoid_ Hitler no tiene la culpa de nada-,0,0,0,WorldIsUgly0,214,830,,,,,,,,,0
1276,Wed May 31 22:53:34 +0000 2023,"@SaraReyi Israel, cada día más fuerte y próspero. 🇮🇱",-2,0,1,Marianoepel,40,3277,,,,,,,,,0
1277,Sun May 29 22:12:35 +0000 2022,"Lo de Rodolfo es el resultado de: 
â€œcualquiera menos Petroâ€ y si, eligen a cualquier sin conocimiento, con investigaciones por corrupción, machista, misogino y seguidor de Hitler.",-2,1,2,YHerrerah92,686,2795,,,,,,,,,0
1278,Tue May 09 00:19:53 +0000 2023,"🔴 #AHORA | Los medios palestinos hablan de 10 muertos en los bombardeos a Gaza, por parte de Israel, de esta noche.",-2,16,68,MundoEConflicto,347111,872,,,,,,,,,0
1279,Mon May 30 05:22:38 +0000 2022,@JOHNBOLIVARACOS Y tu crees que quienes van a llegar donde el seguidor de Hitler... Toda la gavilla.,-2,0,0,AFAB19,428,1932,,,,,,,,,0
1280,Fri Jun 03 00:45:11 +0000 2022,"@Betocoralg buena cita del Ultra capitalista Winston Churchill, que gracias a su Liderazgo Inglaterra no cayó en manos de Hitler... debería aprender un poquito de él.",-2,0,0,catministry,187,71420,,,,,,,,,0
1281,Tue May 02 03:45:21 +0000 2023,@Mag1c_israel @FlatTuki2002 no funciona estoy en pc xdxd,-2,0,0,noisetellama,758,1173,,,,,,,,,0
1282,Wed Jun 15 21:07:51 +0000 2022,"@stopgenocide_ya @fenris1234 Que es curioso, porque la hiperinflación no tuvo nada, zero, zilch que ver con la llegada de Hitler al poder.",0,0,0,fermanpre,642,5169,,,,,,,,,0
1283,Mon May 30 01:26:22 +0000 2022,@niniarcas @Dianirin Eso ya es grave. Pero el señor se declaró públicamente admirador de Hitler. Eso ya es extremo.,-2,0,5,jamarquez_29,1009,17309,,,,,,,,,0
1284,Wed Jun 29 02:54:21 +0000 2022,@horaciorlarreta En este viaje por Israel donde aprendiste tanto… no hiciste un intercambio y les mostraste como ser cómplices de las barras que se apropian de los barrios los días de partidos y recitales?,-2,0,1,dleo71,46,3033,,,,,,,,,0
1285,Sun Jun 26 07:13:57 +0000 2022,"Se equivocaron este no es su País, vayan mucho a la m con George Soros su ídolo. https://t.co/N3L23tQf26",0,0,0,RosaVal94529536,137,21823,,,,,,,,,0
1286,Thu Jun 01 06:42:28 +0000 2023,"@diaazyj Pues actualmente el partido de Putin no es ni siquiera de extrema izquierda jaja. Es centro derecha. Igual para el tiempo de Hitler ellos no veían el socialismo como nosotros, pero igual tanto él como Benito criticaban ambos extremos",-2,0,0,Majotorresff,2990,12782,,,,,,,,,0
1287,Thu May 25 03:27:01 +0000 2023,"@FisicoImpuro Guerrerista , sanguinario,  todo lo soluciona con plomo, uribestia nazi amigo se hitler",-2,0,0,Khentiamentiu21,186,12790,,,,,,,,,0
1288,Wed May 24 17:14:38 +0000 2023,@medum0879 @ricarospina @FranciaMarquezM @OpenSociety @BluRadioCo Soros...es un adulto mayor solo q patrocina  anarquía.,1,0,4,NEdgar_alzate,93,9102,2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1
1289,Thu Jun 23 15:28:17 +0000 2022,"Ese tipo es un malacate, hace años lo detuvieron por una estafa que le hizo a un judío. https://t.co/gPTdsiHYya",0,0,2,senordeniebla,1621,62609,,,,,,,,,0
1290,Wed Jun 01 21:57:33 +0000 2022,"#GenteQueNo 
Fernando Iglesias: ""No le reconocés nada bueno a Hitler, que terminó con la desocupación"" https://t.co/YYurf9i3nM",-2,0,0,juanpedro1950,30097,28861,,,,,,,,,0
1291,Wed May 17 18:06:01 +0000 2023,"@javibalboa85 FARISEO. DOBLECARA. NO MERIAS YEVAR LA CAMISA DEL MADRID
😡😡",0,0,0,MauroleonardoC,0,313,,,,,,,,,0
1292,Mon May 30 16:53:58 +0000 2022,"@NicolasDuarteG @petrogustavo @NicolasMaduro Pastor, vote por el ingeniero Rodolfo que admira a Hitler el genocida de +6 millones de Judíos... Viva Israel y gloria a Dios!!",-2,0,1,juanma4696,146,1866,,,,,,,,,0
1293,Tue May 30 13:00:52 +0000 2023,"Jajajajajaajjaja los argumentos de esta pobre ignorante ""mi papá lee muchos libros"" ""crecí con historiadores"" y el mejor de todos ""hitler marchaba contra Rusia por eso no es socialista"" conclusion, está vieja a leído tanto y aun no sabe que es el socialismo. Jajajajaja https://t.co/GaYXqnyDbS",-2,0,0,polincorrecto88,353,14741,,,,,,,,,0
1294,Mon May 29 08:02:26 +0000 2023,Ya hizo el curso de politiquería EN LA ACADEMIA SOROS!!! https://t.co/7RUfggY8vP,1,0,0,putumayo1996,282,57931,2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1
1295,Fri Jun 02 00:32:10 +0000 2023,@la12tuittera es como si hitler dijera no a las guerras,-1,2,56,yyisus_,27,9741,,,,,,,,,0
1296,Tue Apr 25 22:30:56 +0000 2023,"@RelatocuriosoK El debate sobre estas imágenes del Holocausto es taan antiguo y parece q no acaba de morir. 
El morbo y tal. 
Eso no ayuda a entender. 
Es primario y superficial.",-1,0,3,libythea_celtis,905,55368,,,,,,,,,0
1297,Sat May 20 21:02:11 +0000 2023,"@Israel_BuenaFe 3 singaos delincuentes y tu israel ojas el mas singao solo por debajo de tu coma andante, el karma existe y tu solito so singao, vas a destruirte, ya se les acabo el cantar fuera de Cuba, sea donde sea, ahí estara un cubano libre y pingu pa cancelarte, lamebotas.",-2,0,0,JonesPormisco,352,2470,,,,,,,,,0
1298,Sat Jun 11 15:25:53 +0000 2022,@AlbMayoral Súmalo al efecto INDRA( Soros - Sánchez),1,0,0,JosAnto52745984,4025,36287,2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1
1299,Fri Apr 21 20:31:38 +0000 2023,@Ostban8 @Edisson_hilos @realpuchito Y quién le quita esa Responsabilidad a los corruptos vendepatrias Prianistas (en el caso de México y otras Oligarquías en nuestra América) impuestos por la oligarquía del imperio sionista de usa?,2,0,0,JBQCO10,100,8963,1.0,-2.0,1.0,-2.0,-2.0,-2.0,2.0,-2.0,1
1300,Tue Jun 28 22:42:02 +0000 2022,@JuezLopezMDP No puede decir NO DE MANERA CLARA...judio debia ser...va vender TODO X NADA,2,1,6,Navygator2020,12998,227427,-2.0,-2.0,-2.0,-2.0,-2.0,2.0,-2.0,-2.0,1
1301,Wed May 10 00:33:25 +0000 2023,@Fa__Israel Ay lo leí con la voz de la Patricia Maldonado. Me autofuno,-2,0,0,francoofelipe,1858,17489,,,,,,,,,0
1302,Wed Jun 29 17:03:52 +0000 2022,"@ASG_ML El argumento que sigue es claramente Marxista.

Se está expresando en contra del trabajo de las máquinas y a favor del ""ennoblecedor"" trabajo humano.

Nunca he visto una cita de Hitler confesándose capitalista o liberal jaja 😉",0,0,1,Temuj1n_,171,25101,,,,,,,,,0
1303,Thu May 11 20:12:14 +0000 2023,"@_Davidcu No serás tan idiota, ni cinico @_Davidcu , di la verdad, La jihad islámica, por cumplir órdenes de Irán,  lanza cohetes hechos en Irán a Israel, poniendo en peligro no solo a la población israelí, también a los palestinos https://t.co/4D22MJLJgz",-2,0,4,Rodri43456890,483,64643,,,,,,,,,0
1304,Sat Apr 29 19:29:28 +0000 2023,No me sale la maldita escalaaaaaaaaaaaaaaaaaaaaaaaaaaa,-2,0,0,israel_5624,10,4423,,,,,,,,,0
1305,Tue Jun 07 18:20:24 +0000 2022,"@paparabioso4 @MikelMoso @SebdeCast Exacto, de Gaulle tenía los huevos calentitos en Londres, y al zorrilla no le faltaron los puros.
Luego, todos había matado a Hitler, como aquí...",-1,0,0,UlisesIIUlises1,513,30053,,,,,,,,,0
1306,Thu Jun 16 14:09:16 +0000 2022,"Medios de comunicación ajajaja ese titular no debería ser así , Rodolfo el Hitler colombiano la tutela lo obligó ir al debate. https://t.co/zziBJ0yL4M",-2,0,0,TonguePopular,718,14213,,,,,,,,,0
1307,Tue May 02 12:56:16 +0000 2023,Te amo gato que no reconoce a Israel como un Estado legítimo ❤️ https://t.co/6OKle4OLfb,2,0,8,du_mongee,1140,17674,-2.0,-2.0,2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1
1308,Sat Jun 18 07:11:27 +0000 2022,@mikeosmond @GeorgePapa19 Soros,0,0,1,JudeVamber,4,105,,,,,,,,,0
1309,Mon Jun 13 19:25:03 +0000 2022,"@simuk123 En el 1935 prohibió las armas pero no tenía tanto poder para llevarlo a cabo, en 1949 cuando declara República de China 🇹🇼 no les dejo nada de Armas a nadie. Hitler también prohíbe las armas el mismo año. Mao le apuntó un 70% y un 30% falló. Se atribuyen 40 M de muertos.",-2,0,0,Ahimmer,4100,57526,,,,,,,,,0
1310,Tue Jun 28 17:53:05 +0000 2022,"@Israel_Avila26 @hectorcorpus @YairGg_ @elmagazo De esas 8 mínimo 3 inventadas, y las demás bien moleras JAJAJAJAJAJAJAJAJAAJA, no se mame chemo.",-2,0,0,Javigod100,1,56,,,,,,,,,0
1311,Tue May 02 22:48:07 +0000 2023,"@Escapismo_Djuno @N123456E7890O Al sionismo, esa casta judía que domina desde las sombras, y no es ser antisemita, solo que hay un monton de judeosionistas que quieren convertir al mundo a una única religión y lo quieren lograr mediante el socialismo, el estado global, #CBDCs , etc.",2,0,0,RealDemocrazy1,77,2606,2.0,-2.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,1
1312,Fri Jun 03 22:10:59 +0000 2022,?? ¿Hitler no se suicidó? ¿Escapó y terminó sus días en Argentina? https://t.co/9a3Cdsf3qg,-2,0,0,InfoLecturas,107672,3089,,,,,,,,,0
1313,Thu May 04 11:40:06 +0000 2023,OCHA: Israel ha demolido 290 estructuras palestinas en 2023 https://t.co/msboIVNX0x,-1,0,0,lolaullar,623,60952,,,,,,,,,0
1314,Thu Jun 09 03:03:13 +0000 2022,"@notalextrin @gustavobritod Me imputaron los personajes estúpidos de mi sector, y para demostrar lo absurdo que es hacerlo –como asociar a Jiles con Hitler– lo devolví con algo absurdo. Es precisamente lo contrario, jajaja:",-1,0,0,aechavezg,1547,111093,,,,,,,,,0
1315,Wed Jun 29 20:01:03 +0000 2022,"@1989gameover @BondRemastered @peitx67 @AzoteVinagre @ElHuffPost Y bueno, serían ""monigotes"" al servicio del Reich, pero a ellos no les preocupaba en absoluto mientras tuvieran en sus manos todos los recursos económicos del país. Pregúntale a Krupp, Thyssen, Porsche,...
https://t.co/310N4Fppa9",0,0,0,Davivigo,464,150116,,,,,,,,,0
1316,Tue Jun 28 11:52:15 +0000 2022,@PicsOrIt Soros,0,0,0,georgeewoodd,25,3232,,,,,,,,,0
1317,Mon May 29 03:46:29 +0000 2023,"@albcantus Es preocupante el nivel de fanatismo de sus seguidores. Parece exagerado  pero me recuerda muchísimo, a Hitler.",-2,1,3,RALPHTWENTYONE,11127,898656,,,,,,,,,0
1318,Sun Apr 30 17:59:10 +0000 2023,"Juan Manuel Santos una de las tantas mascotas de George Soros, el gran financiador de las causas contra la humanidad: identidad de genero, transexualismo, #socialismo, progresismo.

El judío que entregaba judíos a los alemanes en la segunda guerra!

#soros #colombia #santos … https://t.co/STbXLDxVrP",2,0,1,JohnTrux,3655,33948,2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1
1319,Thu May 11 21:51:00 +0000 2023,"@SenorCaicedo @IvanDuque El tipo tiene la bandera de Israel...
No se diga más...
@simangeo",1,1,2,Telomerasa0406,25411,166664,-2.0,2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1
1320,Sun Apr 23 14:26:27 +0000 2023,"Porque no me avergüenzo del evangelio, porque es poder de Dios para salvación a todo aquel que cree; al judío primeramente, y también al griego. Porque en el evangelio la justicia de Dios se revela por fe y para fe, como está escrito: Mas el justo por la fe vivirá.
Romanos 1:16 https://t.co/7QgvIuW4dA",-2,0,0,IgnacioNoya1,41,11179,,,,,,,,,0
1321,Fri May 12 12:23:54 +0000 2023,"@IsraelinSpanish La corporación mediática haciendo su trabajo, pero no engañan, Israel es un estado criminal!",2,0,0,noeliabp2023,316,7055,-2.0,-2.0,2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1
1322,Tue May 02 03:28:55 +0000 2023,"@_Tibetana 450 por platicar con la panzanocha jajajajaja naaa mames 
Ni la Karely se atreve a tanto jajajaja",-1,0,4,g17_israel,6,67,,,,,,,,,0
1323,Fri Jun 03 13:27:30 +0000 2022,?? La prueba de que Hitler nunca tuvo sexo con su esposa https://t.co/WDr7RY7Rlk,-2,0,0,TeActualizas,50295,262,,,,,,,,,0
1324,Mon May 30 00:42:11 +0000 2022,"@elespectador Colombia: vota por el señor xenófobo, machista, que tiene que ir a juicio por corrupción, un grosero y que amenaza a la gente, que apoya abiertamente a Hitler y que los únicos estudios que tienen son de ingeniería civil y que ahora cabal apoya. Colombia parece un chiste https://t.co/2BGB4MkFMU",-2,0,1,Mariana33951682,0,0,,,,,,,,,0
1325,Sun May 29 23:15:09 +0000 2022,"@marioenelblog No, el uribismo hizo una jugada maestra... Fico siempre fue el distractor, el verdadero as bajo la manga siempre fue Rodolfo #Hitler"" Hernández.",-2,0,1,ArmandoVillotaE,803,548,,,,,,,,,0
1326,Tue May 30 03:27:07 +0000 2023,"@PadreEspinosa es usted un farsante, un fariseo y una broma de mal gusto padrecito.",0,0,0,miguelmartinezi,441,4644,,,,,,,,,0
1327,Mon Jun 27 14:27:41 +0000 2022,"Propio de los regímenes absolutistas, el culto a la personalidad; Stalin, Fidel, Kim Jong Un, Hitler, etc.. https://t.co/PxsyFYAE6y",-2,0,1,JL199820,857,13863,,,,,,,,,0
1328,Mon Jun 27 23:59:27 +0000 2022,"Antioquia va a declarar su independencia de Soros, el Foro de San Pablo, el marxismo cultural, el globalismo, la ideología de género, la agenda 2030, y otras amenazas a su soberanía. https://t.co/SHiwrH8ioE",1,0,6,Caadiazma,371,6788,2.0,-2.0,-2.0,-2.0,-2.0,-2.0,2.0,-2.0,1
1329,Fri Jun 03 15:34:01 +0000 2022,"@lpazosp Al rato va a decir que el holocausto es un invento que nunca pasó MISERABLE, CORRUPTO,",-2,0,0,MgMaythe,31,1910,,,,,,,,,0
1330,Sat Jun 04 16:20:09 +0000 2022,"Sólo un enfermo mental puede opinar que Hitler fue un gran escritor y promover su lectura.

Que tan ignorantes y fanáticos pueden ser aquellos que votaron para poner a este loco de presidente. https://t.co/W5KxwchfIf",-2,10,27,malmodo79,7135,41248,,,,,,,,,0
1331,Thu May 11 19:42:08 +0000 2023,"Y si retomamos el croquis así sí puede tomarse a Hitler por Herodes y Mal Profeta, lo es ambas cosas y ha influído tanto que han repetido la hazaña con mayor victimario, Pablo VIº no debía añadir a Isaías",-2,0,0,EmilioPrezMart2,6,3,,,,,,,,,0
1332,Fri Apr 21 12:22:44 +0000 2023,"siendo Weissman ultraderechista israelí, y viendo esas sábanas me da que ese niño es más sionista que granadino https://t.co/lwwXKRE7Jw",0,0,0,nesserzo,142,16440,,,,,,,,,0
1333,Fri Jun 17 00:37:57 +0000 2022,"@javierpearljam @BartSim49448909 @ezeqlabandal @Mileinizador Ucrania se dejó llevar por la otan y se judío, y llorar a otra parte.
https://t.co/9waMkPIa6N",2,0,0,gothmugen,829,138935,-2.0,2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1
1334,Sat Jun 04 20:26:19 +0000 2022,@minanomonigo iPhone borrando el Holocausto,-2,0,0,ocea_nix,66,3416,,,,,,,,,0
1335,Sat Apr 22 14:08:55 +0000 2023,@vadox1 @MeteoMauri Que hacemos con el subproducto de las desaladoras (q por cierto si tenemos) que hacemos con la desastebilizacion de los ecosistemas (de eso no se habla) Israel es un caso a parte pero no podemos pillar todo como ejemplo,-2,0,0,Obeuve,28,1364,,,,,,,,,0
1336,Thu Jun 09 19:45:44 +0000 2022,Joder Israel. Ponle vida a la vida. ????? #FirstDates9J,-2,0,2,GatoGalos,1091,36734,,,,,,,,,0
1337,Tue Jun 28 23:46:24 +0000 2022,"@jeanpieranaya Claro, beligerante como se fue contra Hitler en 1939. Pero no es nuestra guerra, nos hemos metido aunque no nos afectara lo más mínimo. Como debe ser. Un placer.",0,0,0,paclain3,3,7,,,,,,,,,0
1338,Mon May 01 01:13:26 +0000 2023,"@fdvillam1 @elbandi62236149 Cuando la hija de faraón encuentra a moises (bebe) en el nilo, inmediatamente reconoce que era judío (no por su hablar, si no creo particularmente por su  color).",-1,0,0,quispe01983485,50,16849,,,,,,,,,0
1339,Wed Jun 29 16:12:42 +0000 2022,@Santialarconu @JulianRoman La izquierda persigue a todo aquél que no piensa igual que ellos. Tal cual como lo hacía Hitler.,-2,0,0,Dante27455639,1398,5752,,,,,,,,,0
1340,Sat Jun 04 16:36:38 +0000 2022,"@OlonaFan Tributo a Hitler.
Óleo sobre lienzo.",0,0,0,flesh03,76,2257,,,,,,,,,0
1341,Tue May 23 23:49:58 +0000 2023,@HastatieneaZaba @CNdeFbasketball Sos imbécil o naciste con algún defecto? Cristo era judío pelotudo a pedal,-2,0,0,Cavanito21,0,5,,,,,,,,,0
1342,Tue Apr 25 07:13:19 +0000 2023,"75 años de Genocidio Impune contra Palestina Con la complicidad de #Occidente Genocida #IsraeliCrimes #IsraeliApartheid #IsraeliTerrorism #IsraelEthniccleansing #Israeldismantle
La Resistencia armada contra #IsraelColonialism es un derecho
#Palestina Vencerá https://t.co/tgvD2ggG3e",2,0,0,JArrantzale,310,10087,-2.0,-2.0,2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1
1343,Fri Jun 24 22:12:11 +0000 2022,"MUNDO | Vaticano: el papa ordena publicar en internet archivos de la época del Holocausto.

https://t.co/Q6jdqwl08X",-2,0,1,sanlorenzohoy17,2378,398,,,,,,,,,0
1344,Thu May 25 22:02:23 +0000 2023,@eduardomenoni Es Soros Pedófilo? Porque apoya estas practicas?,1,6,55,mardewe,9713,349494,2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1
1345,Mon Apr 24 21:07:32 +0000 2023,@crismu17 @Israel_arsi Pero si de salida con buscar un poco lo consigues 10€ o 15€ mas barato,-2,0,1,ericrojo_3,36,8111,,,,,,,,,0
1346,Tue May 30 22:39:02 +0000 2023,@Chertorivski Judío tenías que ser 🤦🏻‍♂️,2,0,0,erickfabian0110,12,368,-2.0,2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1
1347,Fri Jun 02 00:27:12 +0000 2023,El Imperio Judío Jázaro Anglo-Sionista 😉 https://t.co/gNrCOna5hZ,0,0,0,rosa_girald,652,116076,,,,,,,,,0
1348,Tue May 16 10:08:48 +0000 2023,@AlbertoCaliu @iescolar ¿Viva Hitler? Te has pasado.,-2,0,0,Pepepocholo1,6,729,,,,,,,,,0
1349,Tue Apr 25 02:43:22 +0000 2023,"@elespectador @victorballestas @_elfaro_ Es serio les creen al faro que no pagaban sus impuestos correctamente, con razón sus notas falta de rigor periodístico, el espectador patrocinado por George Soros no sorprende y noticias humo abanderado de la izquierda y se dicen llamar independientes, jajaja dan risa",1,0,0,medicopaisa,27,1100,2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1
1350,Fri May 19 15:29:29 +0000 2023,@Nosoypajero1 @AnaBejaranoRG @TembloresOng Denso! De casualidad recibe dinero de Soros?,0,0,1,Gael_1988,440,3898,,,,,,,,,0
1351,Thu May 25 14:06:05 +0000 2023,"El embajador d Israel en Chile, luego d acusar a Roger Waters d promover el nazismo, nos inspiró y por eso el #SomosSoloRuido de hoy es: 

TU EMBAJADA SOÑADA

Con qué embajada o agregaduría cultural t gustaría ser premiad@?

Te leemos en nuestro HT desde las 11am × @RadioZeta_cl https://t.co/6xOrxOdBAp",-2,7,9,ItaloFranzani,21909,29784,,,,,,,,,0
1352,Thu Jun 09 14:49:45 +0000 2022,Impresionante como en Israel los judíos de 4 años ya hablan hebreo como lengua materna.,-2,0,0,Ariel_Leibowitz,250,20769,,,,,,,,,0
1353,Tue Jun 28 11:17:16 +0000 2022,"Quién es Jorge Elbaum?
Jorge Elbaum fue parte de un sin fin de operetas contra integrantes de la comunidad Judía, y contra @WolffWaldo en particular.",-2,14,32,danilerer,22005,160363,,,,,,,,,0
1354,Wed May 31 00:56:28 +0000 2023,Que hincha pelotas que son los gordos segunda guerra mundial conseguite una época más interesante solta a Hitler,-2,0,0,gablostca,8,586,,,,,,,,,0
1355,Tue May 31 19:34:28 +0000 2022,"@14lLaita91 Así fue como ganó Hitler en Alemania, su equipo de comunicaciones dirigido por Goebbels era muy crack.",-1,1,10,monosilabo,857,3805,,,,,,,,,0
1356,Tue May 30 17:40:52 +0000 2023,"@CC_xtp @checkmol @Emiliano_5000 @EmmaRincon No hay como hacerlos entender, se quedan con el nombre del partido, insisto que vaya a Alemania y le pregunte a los alemanes, a los historiadores alemanes si Hitler era de izquierda 🤷🏽‍♂️🤷🏽‍♂️🤷🏽‍♂️🤷🏽‍♂️🤷🏽‍♂️🤷🏽‍♂️🤷🏽‍♂️🤷🏽‍♂️",-2,0,1,oscareyzaguirre,2505,26930,,,,,,,,,0
1357,Sat Jun 11 12:27:38 +0000 2022,"@ifmnoticias En Italia Mussolini tuvo a las camisas negras, en la Alemania nazi Hitler tuvo a las camisas pardas, y en Colombia Petro tiene a la primera linea terrorista, todas creadas para generar terror, miedo y caos. aún así Petro se atreve a llamar fascistas a sus contradictores políticos",-2,0,0,88Masada,740,71219,,,,,,,,,0
1358,Thu Jun 01 21:28:31 +0000 2023,"@JoacoM98 Ves que sos un boludo. Nadie habló de Hitler, pedazo de sommelier de esperma. Anda a dormir que a tu sugar-daddy necesita tu recto más tarde.",-2,0,3,diegolivera,22,12566,,,,,,,,,0
1359,Thu May 18 11:28:19 +0000 2023,"@PJoliCo @libre_mercado Aprendiendo de Stalin, Lenin, Castro, Hitler, Maduro...",-2,0,0,Heisembergjr,804,70077,,,,,,,,,0
1360,Thu May 11 00:51:57 +0000 2023,@beto2935 @Israel__gmz Eso o quien sabe si hasta un malware jajaja,-2,0,0,MarioGi01781526,1,151,,,,,,,,,0
1361,Sun May 21 15:30:15 +0000 2023,"@Paula_Molly_ @robertop2022 La de Hitler es falsa 🤣🤣🤣🤣🤣🤣🤣🤦🏻‍♂️🤦🏻‍♂️ La de Trump es cuando salió electo 🤣🤣🤣🤦🏻‍♂️🤦🏻‍♂️🤦🏻‍♂️ 

Empate rasca 

Deme pruebas de que eso es verdad y te creo ☺️",-1,0,0,PabloAmnesiac1,48,3493,,,,,,,,,0
1362,Thu Jun 09 02:58:01 +0000 2022,"@infobaecolombia @_juaneko_ Entonces que le paso a la hija adoptiva del admirador y seguidor de Hitler?   Uy, que le habra pasado!",-2,0,15,LuzMar73169666,121,33967,,,,,,,,,0
1363,Thu May 18 23:03:27 +0000 2023,@_DR_28_ La única que no se esperaba Hitler 🙂😂😂,0,0,2,Unspideyahi,3091,15989,,,,,,,,,0
1364,Fri May 26 10:32:41 +0000 2023,@CNNEE Hay que parar a la rata de Putin va a acabar el mundo entero.. ese es un Hitler .. un demente de mierda,-2,0,0,ObyrneJorge,10,1073,,,,,,,,,0
